Cleared,1/29/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",2.16,,Restaurants
Cleared,1/28/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",2.44,,Restaurants
Cleared,1/26/19,"CHUCK E CHEESE  512    BRIDGEWATER   NJ 
",16,,Restaurants
Cleared,1/25/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",1.64,,Restaurants
Cleared,1/24/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",2.46,,Restaurants
Cleared,1/17/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",5.32,,Restaurants
Cleared,1/16/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",4.02,,Restaurants
Cleared,1/15/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",5.33,,Restaurants
Cleared,1/14/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",8.73,,Restaurants
Cleared,1/13/19,"PANERA BREAD #601492   PISCATAWAY    NJ 
",16.39,,Restaurants
Cleared,1/11/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",4.47,,Restaurants
Cleared,1/9/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",4.62,,Restaurants
Cleared,1/8/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",5.11,,Restaurants
Cleared,1/7/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",4.01,,Restaurants
Cleared,1/4/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",4.48,,Restaurants
Cleared,1/3/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",3.8,,Restaurants
Cleared,1/2/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",3.95,,Restaurants
,,,,,
,,,,,
Cleared,10/23/19,"EXXONMOBIL    47981204 LEBANON       NJ 
",42.77,,Vehicle Services
Cleared,9/30/19,"NYCDOT PARKING METERS  LONG IS CITY  NY 
",2,,Vehicle Services
